,INCIDENT_ID,DATA_YEAR,ORI,PUB_AGENCY_NAME,PUB_AGENCY_UNIT,AGENCY_TYPE_NAME,STATE_ABBR,STATE_NAME,DIVISION_NAME,REGION_NAME,POPULATION_GROUP_CODE,POPULATION_GROUP_DESC,INCIDENT_DATE,ADULT_VICTIM_COUNT,JUVENILE_VICTIM_COUNT,TOTAL_OFFENDER_COUNT,ADULT_OFFENDER_COUNT,JUVENILE_OFFENDER_COUNT,OFFENDER_RACE,OFFENDER_ETHNICITY,VICTIM_COUNT,OFFENSE_NAME,TOTAL_INDIVIDUAL_VICTIMS,LOCATION_NAME,BIAS_DESC,VICTIM_TYPES,MULTIPLE_OFFENSE,MULTIPLE_BIAS
196247,293538,2018,IL0161700,Calumet City,,City,IL,Illinois,East North Central,Midwest,4,"Cities from 25,000 thru 49,999",15-FEB-18,1.0,1.0,1,1.0,0.0,White,Unknown,2,Intimidation,2.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual,S,S
196248,390905,2018,IL0161C00,Willow Springs,,City,IL,Illinois,East North Central,Midwest,6,"Cities from 2,500 thru 9,999",21-APR-18,1.0,0.0,1,1.0,0.0,White,Unknown,1,Aggravated Assault,1.0,Bar/Nightclub,Anti-Arab,Individual,S,S
196249,597081,2018,IL0162300,Countryside,,City,IL,Illinois,East North Central,Midwest,6,"Cities from 2,500 thru 9,999",18-MAY-18,1.0,0.0,1,1.0,0.0,White,Unknown,1,Intimidation,1.0,Restaurant,Anti-Hispanic or Latino,Individual,S,S
196250,310029,2018,IL0163200,Evanston,,City,IL,Illinois,East North Central,Midwest,3,"Cities from 50,000 thru 99,999",05-JUL-18,1.0,0.0,1,,,White,Unknown,1,Aggravated Assault,1.0,Residence/Home,Anti-Gay (Male),Individual,S,S
196251,293533,2018,IL0164400,Harwood Heights,,City,IL,Illinois,East North Central,Midwest,6,"Cities from 2,500 thru 9,999",17-APR-18,1.0,0.0,1,1.0,0.0,White,Unknown,1,Intimidation,1.0,Residence/Home,Anti-Other Race/Ethnicity/Ancestry,Individual,S,S
196252,352809,2018,IL0164A00,Skokie,,City,IL,Illinois,East North Central,Midwest,3,"Cities from 50,000 thru 99,999",07-MAY-18,1.0,0.0,1,1.0,0.0,White,Hispanic or Latino,1,Destruction/Damage/Vandalism of Property,1.0,Parking/Drop Lot/Garage,Anti-Jewish,Individual,S,S
196253,1236450,2018,IL0166C00,University of Illinois:,Chicago,University or College,IL,Illinois,East North Central,Midwest,7,"Cities under 2,500",19-JAN-18,1.0,0.0,1,1.0,0.0,White,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,School-College/University,Anti-Jewish,Individual,S,S
196254,310437,2018,IL0168300,Orland Park,,City,IL,Illinois,East North Central,Midwest,3,"Cities from 50,000 thru 99,999",26-OCT-18,,,1,1.0,0.0,Black or African American,Unknown,1,Destruction/Damage/Vandalism of Property,,Church/Synagogue/Temple/Mosque,Anti-Other Religion,Religious Organization,S,S
196255,310438,2018,IL0168300,Orland Park,,City,IL,Illinois,East North Central,Midwest,3,"Cities from 50,000 thru 99,999",20-OCT-18,,,1,1.0,0.0,Black or African American,Unknown,1,Destruction/Damage/Vandalism of Property,,Church/Synagogue/Temple/Mosque,Anti-Other Religion,Religious Organization,S,S
196256,390802,2018,IL0168300,Orland Park,,City,IL,Illinois,East North Central,Midwest,3,"Cities from 50,000 thru 99,999",19-AUG-18,,,1,1.0,0.0,Black or African American,Unknown,1,Destruction/Damage/Vandalism of Property,,Church/Synagogue/Temple/Mosque,Anti-Other Religion,Religious Organization,S,S
196257,390904,2018,IL0168300,Orland Park,,City,IL,Illinois,East North Central,Midwest,3,"Cities from 50,000 thru 99,999",23-JUN-18,,,1,1.0,0.0,Black or African American,Unknown,2,Arson;Destruction/Damage/Vandalism of Property,,Church/Synagogue/Temple/Mosque,Anti-Other Religion,Religious Organization,M,S
196258,293534,2018,IL0169800,Rolling Meadows,,City,IL,Illinois,East North Central,Midwest,5,"Cities from 10,000 thru 24,999",27-MAY-18,,,1,1.0,0.0,White,Unknown,1,Destruction/Damage/Vandalism of Property,,Parking/Drop Lot/Garage,Anti-Other Christian,Religious Organization,S,S
196259,279236,2018,IL0190800,DeKalb,,City,IL,Illinois,East North Central,Midwest,4,"Cities from 25,000 thru 49,999",13-MAR-18,1.0,0.0,1,1.0,0.0,White,Unknown,2,Aggravated Assault;Simple Assault,1.0,Government/Public Building,Anti-Black or African American,Individual,M,S
196260,280599,2018,IL0190800,DeKalb,,City,IL,Illinois,East North Central,Midwest,4,"Cities from 25,000 thru 49,999",13-APR-18,1.0,0.0,1,1.0,0.0,White,Unknown,1,Aggravated Assault,1.0,Government/Public Building,Anti-Black or African American,Individual,S,S
196261,302049,2018,IL0190800,DeKalb,,City,IL,Illinois,East North Central,Midwest,4,"Cities from 25,000 thru 49,999",22-JUL-18,1.0,0.0,1,1.0,0.0,White,Unknown,1,Intimidation,1.0,Parking/Drop Lot/Garage,Anti-Black or African American,Individual,S,S
196262,293535,2018,IL0220100,Addison,,City,IL,Illinois,East North Central,Midwest,4,"Cities from 25,000 thru 49,999",23-APR-18,1.0,0.0,1,1.0,0.0,White,Unknown,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Hispanic or Latino,Individual,S,S
196263,293537,2018,IL0380100,Watseka,,City,IL,Illinois,East North Central,Midwest,6,"Cities from 2,500 thru 9,999",26-JUL-18,1.0,0.0,2,2.0,0.0,Unknown,Unknown,2,Aggravated Assault;Robbery,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Transgender,Individual,M,S
196264,310439,2018,IL0450100,Aurora,,City,IL,Illinois,East North Central,Midwest,2,"Cities from 100,000 thru 249,999",02-OCT-18,1.0,0.0,0,,,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Hispanic or Latino,Individual,S,S
196265,349903,2018,IL0450600,Elgin,,City,IL,Illinois,East North Central,Midwest,2,"Cities from 100,000 thru 249,999",02-OCT-18,2.0,0.0,0,,,Unknown,Unknown,2,Intimidation,2.0,Residence/Home,Anti-Islamic (Muslim),Individual,S,S
196266,349904,2018,IL0450600,Elgin,,City,IL,Illinois,East North Central,Midwest,2,"Cities from 100,000 thru 249,999",05-SEP-18,1.0,0.0,1,,,White,Unknown,1,Simple Assault,1.0,Parking/Drop Lot/Garage,Anti-Gay (Male),Individual,S,S
196267,302050,2018,IL0460000,Kankakee,,County,IL,Illinois,East North Central,Midwest,9B,"MSA counties from 25,000 thru 99,999",04-SEP-18,2.0,0.0,0,,,Unknown,Unknown,2,Destruction/Damage/Vandalism of Property,2.0,Residence/Home,Anti-Black or African American,Individual,S,S
196268,302051,2018,IL0461000,Herscher,,City,IL,Illinois,East North Central,Midwest,7,"Cities under 2,500",01-JUL-18,1.0,0.0,1,1.0,0.0,White,Unknown,1,Intimidation,1.0,Residence/Home,Anti-Black or African American,Individual,S,S
196269,309918,2018,IL0480400,Galesburg,,City,IL,Illinois,East North Central,Midwest,4,"Cities from 25,000 thru 49,999",01-OCT-18,2.0,0.0,1,1.0,0.0,Black or African American,Unknown,2,Intimidation,2.0,Highway/Road/Alley/Street/Sidewalk,Anti-White,Individual,S,S
196270,390906,2018,IL0480400,Galesburg,,City,IL,Illinois,East North Central,Midwest,4,"Cities from 25,000 thru 49,999",17-MAY-18,1.0,0.0,1,1.0,0.0,White,Unknown,1,Intimidation,1.0,School-Elementary/Secondary,Anti-Black or African American,Individual,S,S
196271,280600,2018,IL0550500,Western Illinois University,,University or College,IL,Illinois,East North Central,Midwest,7,"Cities under 2,500",16-FEB-18,1.0,0.0,4,,,White,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,School-College/University,Anti-Gay (Male),Individual,S,S
196272,302052,2018,IL0561000,Marengo,,City,IL,Illinois,East North Central,Midwest,6,"Cities from 2,500 thru 9,999",29-SEP-18,0.0,1.0,1,0.0,1.0,Unknown,Unknown,1,Simple Assault,1.0,School-Elementary/Secondary,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Individual,S,S
196273,310436,2018,IL0570200,Normal,,City,IL,Illinois,East North Central,Midwest,3,"Cities from 50,000 thru 99,999",06-JUL-18,1.0,0.0,1,1.0,0.0,White,Unknown,1,Intimidation,1.0,Restaurant,Anti-Black or African American,Individual,S,S
196274,348655,2018,IL0570200,Normal,,City,IL,Illinois,East North Central,Midwest,3,"Cities from 50,000 thru 99,999",11-NOV-18,1.0,0.0,1,1.0,0.0,White,Unknown,1,Intimidation,1.0,Service/Gas Station,Anti-Black or African American,Individual,S,S
196275,796379,2018,IL0601700,Southern Illinois University:,Edwardsville,University or College,IL,Illinois,East North Central,Midwest,7,"Cities under 2,500",25-SEP-18,1.0,0.0,0,,,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,School-College/University,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Individual,S,S
196276,796380,2018,IL0601700,Southern Illinois University:,Edwardsville,University or College,IL,Illinois,East North Central,Midwest,7,"Cities under 2,500",01-OCT-18,1.0,0.0,0,,,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,School-College/University,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Individual,S,S
196277,361708,2018,IL0720700,Peoria,,City,IL,Illinois,East North Central,Midwest,2,"Cities from 100,000 thru 249,999",21-MAY-18,4.0,0.0,1,1.0,0.0,Black or African American,Unknown,4,Aggravated Assault,4.0,Bar/Nightclub,Anti-Hispanic or Latino,Individual,S,S
196278,361712,2018,IL0720700,Peoria,,City,IL,Illinois,East North Central,Midwest,2,"Cities from 100,000 thru 249,999",31-MAR-18,1.0,0.0,1,0.0,1.0,Black or African American,Unknown,1,Simple Assault,1.0,Residence/Home,Anti-Transgender,Individual,S,S
196279,279234,2018,IL0730000,Perry,,County,IL,Illinois,East North Central,Midwest,8D,"Non-MSA counties under 10,000",01-JAN-18,1.0,0.0,3,2.0,1.0,White,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Black or African American,Individual,S,S
196280,309919,2018,IL0900300,East Peoria,,City,IL,Illinois,East North Central,Midwest,5,"Cities from 10,000 thru 24,999",18-SEP-18,2.0,0.0,0,,,Unknown,Unknown,2,Not Specified,2.0,Residence/Home,Anti-Other Race/Ethnicity/Ancestry,Individual,S,S
196281,280601,2018,IL0990000,Will,,County,IL,Illinois,East North Central,Midwest,9A,"MSA counties 100,000 or over",01-FEB-18,1.0,0.0,1,1.0,0.0,Black or African American,Unknown,1,Aggravated Assault,1.0,Government/Public Building,Anti-White,Individual,S,S
196282,293536,2018,IL0990500,Crete,,City,IL,Illinois,East North Central,Midwest,6,"Cities from 2,500 thru 9,999",25-MAY-18,1.0,0.0,1,1.0,0.0,White,Unknown,1,Aggravated Assault,1.0,Other/Unknown,Anti-Black or African American,Individual,S,S
196283,310440,2018,IL0990700,Joliet,,City,IL,Illinois,East North Central,Midwest,2,"Cities from 100,000 thru 249,999",16-OCT-18,,,0,,,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,,Church/Synagogue/Temple/Mosque,Anti-Jewish,Religious Organization,S,S
196284,361710,2018,IL0990700,Joliet,,City,IL,Illinois,East North Central,Midwest,2,"Cities from 100,000 thru 249,999",20-NOV-18,,,0,,,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,,Church/Synagogue/Temple/Mosque,Anti-Jewish,Religious Organization,S,S
196285,361711,2018,IL0990700,Joliet,,City,IL,Illinois,East North Central,Midwest,2,"Cities from 100,000 thru 249,999",20-NOV-18,,,0,,,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,,Church/Synagogue/Temple/Mosque,Anti-Jewish,Religious Organization,S,S
196286,279235,2018,IL0991100,Plainfield,,City,IL,Illinois,East North Central,Midwest,4,"Cities from 25,000 thru 49,999",14-JAN-18,1.0,0.0,1,1.0,0.0,White,Unknown,1,Simple Assault,1.0,Restaurant,Anti-Transgender,Individual,S,S
196287,280602,2018,IL0991100,Plainfield,,City,IL,Illinois,East North Central,Midwest,4,"Cities from 25,000 thru 49,999",01-FEB-18,2.0,0.0,2,2.0,0.0,Unknown,Unknown,2,Simple Assault,2.0,Drug Store/Doctor's Office/Hospital,Anti-Black or African American,Individual,S,S
196288,390903,2018,IL0991300,Romeoville,,City,IL,Illinois,East North Central,Midwest,4,"Cities from 25,000 thru 49,999",02-SEP-18,2.0,0.0,1,1.0,0.0,White,Unknown,2,Aggravated Assault,2.0,Service/Gas Station,Anti-Hispanic or Latino,Individual,S,S
196289,1081887,2018,IL1010400,Rockford,,City,IL,Illinois,East North Central,Midwest,2,"Cities from 100,000 thru 249,999",16-SEP-18,2.0,0.0,6,1.0,5.0,Black or African American,Unknown,2,Simple Assault,2.0,Highway/Road/Alley/Street/Sidewalk,Anti-White,Individual,S,S
196290,1081921,2018,IL1010400,Rockford,,City,IL,Illinois,East North Central,Midwest,2,"Cities from 100,000 thru 249,999",06-NOV-18,0.0,0.0,0,,,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,Residence/Home,Anti-Black or African American;Anti-Gay (Male),Business,S,M
196291,1259261,2018,IL1010400,Rockford,,City,IL,Illinois,East North Central,Midwest,2,"Cities from 100,000 thru 249,999",17-JUN-18,2.0,0.0,2,2.0,0.0,Black or African American,Not Hispanic or Latino,2,Aggravated Assault,2.0,Service/Gas Station,Anti-Gay (Male),Individual,S,S
196292,1259262,2018,IL1010400,Rockford,,City,IL,Illinois,East North Central,Midwest,2,"Cities from 100,000 thru 249,999",23-MAY-18,1.0,0.0,1,1.0,0.0,White,Not Hispanic or Latino,1,Intimidation,1.0,Residence/Home,Anti-Black or African American,Individual,S,S
196293,409803,2018,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",20-NOV-18,1.0,0.0,1,1.0,0.0,Black or African American,Unknown,2,Aggravated Assault;Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-White,Individual,M,S
196294,409804,2018,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",05-NOV-18,0.0,1.0,0,,,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,School-College/University,Anti-Jewish,Individual,S,S
196295,409805,2018,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",08-OCT-18,1.0,0.0,3,3.0,0.0,Asian,Unknown,1,Simple Assault,1.0,Bar/Nightclub,Anti-Black or African American,Individual,S,S
196296,409806,2018,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",04-OCT-18,1.0,0.0,2,2.0,0.0,Black or African American,Unknown,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Gay (Male),Individual,S,S
196297,409807,2018,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",06-NOV-18,1.0,0.0,1,1.0,0.0,White,Hispanic or Latino,1,Robbery,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Gay (Male),Individual,S,S
196298,409808,2018,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",21-OCT-18,1.0,0.0,0,,,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Black or African American,Individual,S,S
196299,409809,2018,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",15-OCT-18,1.0,0.0,1,1.0,0.0,Asian,Unknown,1,Intimidation,1.0,Commercial/Office Building,Anti-Black or African American,Individual,S,S
196300,409810,2018,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",03-NOV-18,1.0,0.0,1,1.0,0.0,White,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Jewish,Individual,S,S
196301,409812,2018,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",14-DEC-18,1.0,0.0,1,1.0,0.0,White,Hispanic or Latino,1,Intimidation,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-White,Individual,S,S
196302,409813,2018,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",12-DEC-18,1.0,0.0,0,,,Unknown,Unknown,1,Intimidation,1.0,Church/Synagogue/Temple/Mosque,Anti-Hispanic or Latino,Individual,S,S
196303,409814,2018,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",04-JUL-18,1.0,0.0,1,1.0,0.0,White,Hispanic or Latino,1,Intimidation,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
196304,409815,2018,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",08-AUG-18,1.0,1.0,1,1.0,0.0,White,Unknown,2,Intimidation,2.0,Highway/Road/Alley/Street/Sidewalk,Anti-Jewish,Individual,S,S
196305,409816,2018,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",04-JUL-18,1.0,0.0,1,1.0,0.0,Black or African American,Unknown,1,Intimidation,1.0,Other/Unknown,Anti-Asian,Individual,S,S
196306,409817,2018,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",17-APR-18,1.0,0.0,4,0.0,4.0,White,Unknown,1,Aggravated Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual,S,S
196307,409818,2018,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",03-JUL-18,1.0,0.0,1,1.0,0.0,Black or African American,Unknown,1,Intimidation,1.0,Service/Gas Station,Anti-Arab,Individual,S,S
196308,409819,2018,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",15-APR-18,2.0,0.0,2,2.0,0.0,Black or African American,Unknown,2,Intimidation;Simple Assault,2.0,Air/Bus/Train Terminal,Anti-Lesbian (Female),Individual,M,S
196309,409820,2018,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",23-JUN-18,1.0,0.0,3,3.0,0.0,White,Hispanic or Latino,1,Intimidation,1.0,Air/Bus/Train Terminal,Anti-Gay (Male),Individual,S,S
196310,409821,2018,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",16-APR-18,0.0,2.0,3,0.0,3.0,Black or African American,Unknown,2,Intimidation;Simple Assault,2.0,Highway/Road/Alley/Street/Sidewalk,Anti-Gay (Male),Individual,M,S
196311,409822,2018,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",03-MAY-18,1.0,0.0,1,1.0,0.0,Black or African American,Unknown,1,Simple Assault,1.0,Residence/Home,Anti-Gay (Male),Individual,S,S
196312,409824,2018,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",30-AUG-18,1.0,0.0,0,,,Unknown,Unknown,1,Intimidation,1.0,Other/Unknown,Anti-Gay (Male),Individual,S,S
196313,409825,2018,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",13-SEP-18,1.0,0.0,0,,,Unknown,Unknown,1,Intimidation,1.0,Residence/Home,Anti-Hispanic or Latino,Individual,S,S
196314,409826,2018,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",27-MAY-18,2.0,0.0,1,1.0,0.0,Asian,Unknown,1,Simple Assault,2.0,Residence/Home,Anti-Gay (Male),Individual,S,S
196315,409827,2018,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",19-AUG-18,1.0,0.0,1,,,White,Unknown,1,Intimidation,1.0,Other/Unknown,Anti-Other Religion,Individual,S,S
196316,409828,2018,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",26-SEP-18,1.0,0.0,1,1.0,0.0,Black or African American,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Gay (Male),Individual,S,S
196317,409830,2018,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",11-APR-18,1.0,0.0,1,1.0,0.0,Black or African American,Unknown,1,Aggravated Assault,1.0,School-College/University,Anti-Hispanic or Latino,Individual,S,S
196318,409832,2018,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",16-AUG-18,1.0,0.0,2,2.0,0.0,White,Unknown,1,Aggravated Assault,1.0,Other/Unknown,Anti-Black or African American,Individual,S,S
196319,409833,2018,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",01-JUN-18,2.0,0.0,1,1.0,0.0,White,Unknown,2,Intimidation,2.0,Restaurant,Anti-Black or African American,Individual,S,S
196320,409834,2018,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",12-MAY-18,1.0,0.0,1,,,Unknown,Unknown,1,Intimidation,1.0,Other/Unknown,Anti-Black or African American,Individual,S,S
196321,409835,2018,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",05-MAY-18,1.0,0.0,1,1.0,0.0,Black or African American,Unknown,1,Intimidation,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual,S,S
196322,409836,2018,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",12-AUG-18,1.0,0.0,1,1.0,0.0,White,Unknown,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual,S,S
196323,409837,2018,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",01-AUG-18,1.0,0.0,1,1.0,0.0,White,Hispanic or Latino,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Transgender,Individual,S,S
196324,409838,2018,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",05-JUL-18,1.0,0.0,1,1.0,0.0,Black or African American,Unknown,1,Intimidation,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Transgender,Individual,S,S
196325,409839,2018,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",24-MAY-18,1.0,0.0,1,,,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-White,Individual,S,S
196326,409840,2018,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",25-APR-18,1.0,0.0,0,,,Unknown,Unknown,1,Intimidation,1.0,Other/Unknown,Anti-Black or African American,Individual,S,S
196327,409841,2018,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",19-JUL-18,1.0,0.0,0,,,Unknown,Unknown,2,Destruction/Damage/Vandalism of Property;Intimidation,1.0,Residence/Home,Anti-Black or African American,Individual,M,S
196328,409842,2018,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",13-JUN-18,1.0,0.0,0,,,Unknown,Unknown,2,Destruction/Damage/Vandalism of Property;Intimidation,1.0,Highway/Road/Alley/Street/Sidewalk;Residence/Home,Anti-Transgender,Individual,M,S
196329,409843,2018,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",05-JUN-18,1.0,0.0,1,1.0,0.0,Black or African American,Unknown,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-White,Individual,S,S
196330,409844,2018,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",22-JUL-18,2.0,0.0,1,0.0,1.0,White,Unknown,2,Intimidation;Simple Assault,2.0,Park/Playground,Anti-Hispanic or Latino,Individual,M,S
196331,409845,2018,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",26-SEP-18,2.0,0.0,1,1.0,0.0,White,Unknown,2,Intimidation,2.0,Residence/Home,Anti-Islamic (Muslim),Individual,S,S
196332,409847,2018,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",28-MAY-18,1.0,0.0,2,2.0,0.0,Asian,Unknown,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Gay (Male),Individual,S,S
196333,409848,2018,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",06-SEP-18,1.0,0.0,1,1.0,0.0,White,Unknown,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual,S,S
196334,409849,2018,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",24-MAY-18,2.0,0.0,3,0.0,3.0,Black or African American,Unknown,2,Aggravated Assault,2.0,Restaurant,Anti-Gay (Male),Individual,S,S
196335,409850,2018,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",18-MAY-18,1.0,0.0,2,,,Black or African American,Unknown,1,Simple Assault,1.0,Other/Unknown,Anti-Gay (Male),Individual,S,S
196336,409851,2018,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",06-SEP-18,1.0,0.0,2,2.0,0.0,White,Unknown,2,Aggravated Assault;Robbery,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual,M,S
196337,409852,2018,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",15-SEP-18,1.0,0.0,1,1.0,0.0,White,Unknown,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Jewish,Individual,S,S
196338,409853,2018,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",25-JUN-18,1.0,0.0,1,1.0,0.0,White,Unknown,1,Intimidation,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual,S,S
196339,409854,2018,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",27-AUG-18,1.0,0.0,1,1.0,0.0,Black or African American,Unknown,1,Intimidation,1.0,Other/Unknown,Anti-Hispanic or Latino,Individual,S,S
196340,409855,2018,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",15-JUN-18,1.0,0.0,1,1.0,0.0,Black or African American,Unknown,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Jewish,Individual,S,S
196341,409903,2018,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",25-SEP-18,2.0,0.0,1,1.0,0.0,White,Unknown,2,Intimidation,2.0,Residence/Home,Anti-Black or African American,Individual,S,S
